,brand,model,price,engine,fuel,bodytype,transmission,colour,mileage,year,owners,doors,phone,county
358,Audi A3,1.0 TFSI S-LINE 30 TFSI 110BHP MODEL // FULL LEATHER INTERIOR // FULL DIGITAL CLUSTER // APPLE CARPLAY // FINANCE THIS CAR FROM ONLY €132 PER WEEK,"€33,900",1.0,Petrol,Saloon,Manual,Blue,"18,299 km",2021 (211),"['1', 'owner']","['4', 'doors']",(01) 456 9562,D22XK49
359,Audi A3,40 TFSI e 204HP S Tronic SE €461 p/m PCP,"€40,675",1.4,Petrol Plug-in Hybrid,Hatchback,Automatic,Black,"13,407 km",2021 (212),"['1', 'owner']","['4', 'doors']","(053) 919 2200, 087 055 9242",Wexford
360,Audi A1,1.4TFSI 125HP S-LINE 4DR,"€20,999",1.4,Petrol,Hatchback,Manual,Nano Grey (Metallic),"48,000 km",2017 (172),"['2', 'owners']","['4', 'doors']",(01) 902 3493,Dublin
361,Volkswagen Tiguan,2.0 TDI 150HP Highline DSG,"€36,950",2.0,Diesel,SUV,Automatic,Blue,"55,000 km",2019 (192),"['1', 'owner']","['5', 'doors']",(051) 301 222,Waterford
362,Audi A3,SE TECHNIK 30 TDI /AUTOMATIC/ONE OWNER / SAT NAV / APPLE CAR PLAY/ CRUISE CONTROL,"€28,950",1.6,Diesel,Hatchback,Automatic,Blue,"46,797 km",2019 (191),"['1', 'owner']","['5', 'doors']","(01) 456 8489, 087 258 5443",Dublin
363,Audi A1,Sportback 1.4TDI 90BHP SE,"€16,950",1.4,Diesel,Hatchback,Manual,Mythos Black (Metallic),"87,745 km",2016 (161),"['2', 'owners']","['5', 'doors']",(090) 644 9250,H548
364,Audi A3,2.0TDI 116BHP SE SALOON - REV CAM + HEATED SEATS,"€41,342",2.0,Diesel,Saloon,Manual,Floret Silver (Metallic),"3,585 km",2022 (222),"['1', 'owner']","['4', 'doors']",(091) 336 000,Galway
365,Audi A3,TDI 116HP SE,"€28,950",1.6,Diesel,Hatchback,Manual,Brilliant Black,"55,235 km",2020 (202),"['1', 'owner']","['4', 'doors']",(096) 79000,Mayo
366,Romeo Spider,2.0 Lusso Convertible Petrol Manual (155bhp) New Nct 3-23*Your Chance to Own This Iconic Spider in Alfa Red*,"€5,995",2.0,Petrol,Convertible,Manual,Red,"214,850 km",2001,"['7', 'owners']","['2', 'doors']","(01) 413 3847, 086 792 2172",Dublin
367,Audi A3,A3 SPORTBACK 1.4 40TFSI e 204BHP SE (PLUG IN HYBRID) WITH COMFORT PACK & PRIVACY GLASS,"€44,995",1.4,Petrol Plug-in Hybrid,Hatchback,Automatic,Manhattan Grey (Metallic),"15,727 km",2022 (221),"['1', 'owner']","['4', 'doors']",(021) 601 9040,Cork
368,Audi A1,1.4 T AUTOMATIC,"€14,900",1.4,Petrol,Hatchback,Automatic,White,"108,999 km",2014 (141),"['1', 'owner']","['3', 'doors']",(01) 890 1921,PX34
369,Audi A3,SPORTBACK 30 TFSI 110HP SE 4DR,"€36,999",1.0,Petrol,Hatchback,Manual,Ibis White,"1,891 km",2022 (221),"['1', 'owner']","['4', 'doors']",(01) 902 3493,Dublin
370,BMW 1 Series,"SE BUSINESS 5DR **WAS ?22,995, NOW ?20,995**","€20,995",1.5,Diesel,Hatchback,Manual,White,"101,931 km",2018 (181),"['1', 'owner']","['5', 'doors']",(021) 603 6468,Cork
371,Mercedes-Benz CLA-Class,CLA 180 Urban,"€29,950",1.6,Petrol,Coupe,Manual,Mountain Grey Metallic,"91,000 km",2019 (191),"['1', 'owner']","['4', 'doors']",(051) 301 222,Waterford
372,Audi A3,2.0TDI 116HP S Line - Saloon - Reversing Camera - Interior Light Pack - In Stock -,"€44,850",2.0,Diesel,Saloon,Manual,Mythos Black (Metallic),"5,000 km",2022 (222),"['1', 'owner']","['4', 'doors']",(071) 911 5333,Sligo
373,A1,1.4 TFSI SE PLUS AUTOMATIC  5DR HATCHBACK  // NAAS ROAD AUTOS EST 1991 //  SIMI DEALER 2022 //  NCA APPROVED DEALER //  ALL OUR CARS ARE CARTELL APPRO,"€11,950",1.4,Petrol,Hatchback,Automatic,Brown,"94,999 km",2012,"['1', 'owner']","['5', 'doors']",(01) 456 4074,Dublin
374,Audi A3,SALOON AUTO TDI SE *ELECTRIC SEATS*,"€29,850",1.6,Diesel,Saloon,Automatic,Brilliant Black,"45,015 km",2019 (192),"['1', 'owner']","['4', 'doors']",(096) 79000,Mayo
375,SEAT Ibiza,1.0TSI 95HP FR 5DR,"€23,900",1.0,Petrol,Hatchback,Manual,Midnight Black,"6,410 km",2022 (221),"['1', 'owner']","['5', 'doors']",(01) 685 6585,V440
376,Audi A1,SE TDI - 100% FINANCE ARRANGED,"€19,950",1.6,Diesel,Hatchback,Manual,Blue,"94,951 km",2018 (181),"['1', 'owner']","['5', 'doors']","(052) 617 7877, 086 048 0070",Tipperary
377,Audi A1,1.4TDI 90HP SE,"€17,950",1.4,Diesel,Hatchback,Manual,Scuba Blue,"96,985 km",2016 (161),"['3', 'owners']","['4', 'doors']",(096) 79000,Mayo
378,Audi A3,1.0TFSI 115 SE,"€29,000",1.0,Petrol,Hatchback,Manual,Black,"33,944 km",2019 (191),"['1', 'owner']","['4', 'doors']",(01) 858 0208,Dublin
379,BMW 5 Series,520d M Sport Auto,"€69,995",2.0,Diesel,Saloon,Automatic,Carbon Black,"28,226 km",2022 (221),"['1', 'owner']","['4', 'doors']",(090) 640 6088,Westmeath
380,Audi A3,SALOON 30 TFSI 110HP SE,"€37,999",1.0,Petrol,Saloon,Manual,Floret Silver (Metallic),"5,001 km",2022 (221),"['1', 'owner']","['4', 'doors']",(01) 902 3493,Dublin
381,BMW 2 Series,218d M-Sport Auto Grand Tourer (7 SEATS),"€27,950",2.0,Diesel,MPV,Automatic,Black,"82,000 km",2018 (181),"['1', 'owner']","['5', 'doors']",(090) 647 4620,AN27
382,Alfa Romeo MiTo,0.9 105 Twin Air*Low Mileage*2 keys*New Nct 9-24*Taxed 9-23*Service History*2 keys*Finance Arranged*Simi Approved Dealer 2022,"€10,995",0.9,Petrol,Hatchback,Manual,Black,"98,442 km",2015 (152),"['2', 'owners']","['3', 'doors']","(01) 413 3847, 086 792 2172",Dublin
383,A1,1.4 TFSI 120BHP 3 3DR,"€8,995",1.4,Petrol,Hatchback,Automatic,Red,"137,000 km",2011,"['1', 'owner']","['3', 'doors']","(01) 551 2345, 086 418 0248",Meath
384,Audi A3,Saloon 1.6TDI 116BHP SE - S-Line Ext.,"€28,950",1.6,Diesel,Saloon,Manual,Cosmos Blue (Metallic),"76,725 km",2019 (191),"['1', 'owner']","['4', 'doors']",(090) 644 9250,H548
385,BMW 1 Series,116d M Sport 5-Door,"€23,950",1.5,Diesel,Hatchback,Manual,Black Sapphire Metallic Paint,"73,000 km",2017 (171),"['4', 'owners']","['5', 'doors']",(061) 422 600,Limerick
386,Mercedes-Benz C-Class,C 200 Avantgarde *Mild Hybrid*,"€59,950",1.5,Petrol Hybrid,Saloon,Automatic,Grey,"10,556 km",2022 (221),"['1', 'owner']","['4', 'doors']",(021) 240 8600,Cork
387,Audi A1,1.6 TDI SPORT 105 BHP,"€15,995",1.6,Diesel,Hatchback,Manual,Black,"106,233 km",2015 (151),"['2', 'owners']","['3', 'doors']","(01) 401 1599, 087 149 6692",Dublin
388,Abarth 595,1 Hour Finance Approval - €106PW No Deposit,"€22,950",1.4,Petrol,Hatchback,Manual,Black,"45,646 km",2018 (181),"['1', 'owner']","['3', 'doors']",(01) 903 8020,Dublin
389,Volkswagen Golf,1.0TSI Highline 110HP 5DR,"€21,950",1.0,Petrol,Hatchback,Manual,Yellow,"73,500 km",2018 (182),"['2', 'owners']","['5', 'doors']",(01) 513 6903,Dublin
390,Audi A1,1.4 TFSI AUTOMATIC MODEL // BLUETOOTH // REAR PRIVACY GLASS // AIR CONDITIONING // FINANCE THIS CAR FROM ONLY €52 PER WEEK,"€12,900",1.4,Petrol,Hatchback,Automatic,Red,"91,827 km",2013 (131),"['1', 'owner']","['5', 'doors']",(01) 456 9562,D22XK49
391,Ford Mustang,2.3 FASTBACK ECOBOOST AUTO,"€47,950",2.3,Petrol,Coupe,Automatic,Black,"38,501 km",2018 (181),"['2', 'owners']","['2', 'doors']",(045) 455 900,Kildare
392,Audi A1,"SB 30TFSI 110 SE (ORIGINAL RRP €31,565 SAVE €2,065)","€29,000",1.0,Petrol,Hatchback,Manual,Blue,"5,000 km",2022 (221),"['1', 'owner']","['4', 'doors']",(01) 858 0208,Dublin
393,Honda Civic,SE 129 VTEC Turbo Start/Stop **FRONT AND REAR PARKING SENSORS**,"€23,890",1.0,Petrol,Hatchback,Manual,Blue,"31,288 km",2019 (192),"['1', 'owner']","['5', 'doors']",(01) 485 1267,D12
394,Audi A3,1.6 SE Saloon Diesel Manual (116bhp),"€25,750",1.6,Diesel,Saloon,Manual,Blue,"68,000 km",2019 (191),"['1', 'owner']","['4', 'doors']","(01) 826 6340, 087 829 2727",Dublin
395,Audi A3,"30 TDI 116HP SE - MANAGER SPECIAL WAS €36,999 NOW €35,999","€35,999",2.0,Diesel,Hatchback,Manual,Manhattan Grey (Metallic),"2,000 km",2022 (222),"['1', 'owner']","['4', 'doors']",(01) 902 3493,Dublin
396,Audi A3,SE 1.0TFSI 115BHP,"€25,450",1.0,Petrol,Hatchback,Manual,White,"44,053 km",2019 (191),"['2', 'owners']","['5', 'doors']",(044) 931 7065,Westmeath
397,A1,1.4 AUTOMATIC,"€9,500",1.4,Petrol,Hatchback,Automatic,Purple,"119,999 km",2011,"['1', 'owner']","['3', 'doors']",(01) 890 1921,PX34
398,Dacia Duster,"1.5 Blue dCi 115 Comfort,","€22,800",1.5,Diesel,SUV,Manual,Desert Orange,"44,815 km",2020 (201),"['1', 'owner']","['4', 'doors']",(021) 235 5350,Cork
399,Audi A6,2.0 TDI SE ULTRA 187BHP 4DR AUTOMATIC - HIGH SPEC,"€20,950",2.0,Diesel,Saloon,Automatic,White,"149,665 km",2015 (151),"['2', 'owners']","['4', 'doors']",(01) 280 6916,Dublin
400,BMW 3 Series,320d SE Saloon,"€55,000",2.0,Diesel,Saloon,Automatic,Mineral White,"5,000 km",2022 (222),"['1', 'owner']","['4', 'doors']",(01) 864 7781,Dublin
401,Dacia Sandero Stepway,Signature TCe 90 MY18,"€15,400",0.9,Petrol,SUV,Manual,Fire Red,"66,578 km",2019 (191),"['1', 'owner']","['4', 'doors']",(01) 404 9999,Dublin
402,Audi A6,2.0TDI 190bhp SE Auto,"€28,800",2.0,Diesel,Saloon,Automatic,White,"126,729 km",2018 (181),"['2', 'owners']","['4', 'doors']",(021) 475 7261,Cork
403,Cupra Formentor,FORMENTOR 1.5 TSI 150BHP  DSG 5DR,"€44,995",1.5,Petrol,SUV,Automatic,Green,"6,000 km",2022 (221),"['1', 'owner']","['5', 'doors']",(041) 213 4062,Louth
404,Audi A1,SB S Line 1.0TFSI 110HP + Comfort Pack - IN STOCK -,"€34,250",1.0,Petrol,Hatchback,Manual,Mythos Black (Metallic),"1,000 km",2022 (222),"['1', 'owner']","['5', 'doors']",(071) 911 5333,Sligo
405,Audi A3,2.0TDI 116BHP SE SPORTBACK,"€40,995",2.0,Diesel,Hatchback,Manual,Manhattan Grey,"2,354 km",2022 (222),"['1', 'owner']","['4', 'doors']",(091) 336 000,Galway
406,Audi A1,1.0TFSI 110HP SE,"€30,950",1.0,Petrol,Hatchback,Manual,Grey,"17,850 km",2021 (212),"['1', 'owner']","['5', 'doors']",(045) 906 666,Kildare
407,Romeo 33,1.5L Hatchback Petrol Manual*Unique Car*One Owner From New*Fully Documented Mileage*Full History Provided*,"€13,995",1.5,Petrol,Hatchback,Manual,Black,"32,505 km",1991,"['1', 'owner']","['5', 'doors']","(01) 413 3847, 086 792 2172",Dublin
